Country Name,Country Code,Indicator Name,Year,Value
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force)",2003,4.30000019073486
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force)",2003,3.5999999046325697
Kosovo,KSV,"Unemployment, total (% of total labor force)",2003,
Kuwait,KWT,"Unemployment, total (% of total labor force)",2003,1.29999995231628
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force)",2003,9.89999961853027
Lao PDR,LAO,"Unemployment, total (% of total labor force)",2003,2.09999990463257
Latvia,LVA,"Unemployment, total (% of total labor force)",2003,10.6000003814697
Lebanon,LBN,"Unemployment, total (% of total labor force)",2003,8.5
Lesotho,LSO,"Unemployment, total (% of total labor force)",2003,38.5999984741211
Liberia,LBR,"Unemployment, total (% of total labor force)",2003,4.099999904632569
Libya,LBY,"Unemployment, total (% of total labor force)",2003,19.7000007629395
Liechtenstein,LIE,"Unemployment, total (% of total labor force)",2003,
Lithuania,LTU,"Unemployment, total (% of total labor force)",2003,12.8999996185303
Luxembourg,LUX,"Unemployment, total (% of total labor force)",2003,3.70000004768372
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force)",2003,6.099999904632571
"Macedonia, FYR",MKD,"Unemployment, total (% of total labor force)",2003,36.7000007629395
Madagascar,MDG,"Unemployment, total (% of total labor force)",2003,5.0
Malawi,MWI,"Unemployment, total (% of total labor force)",2003,7.699999809265139
Malaysia,MYS,"Unemployment, total (% of total labor force)",2003,3.5999999046325697
Maldives,MDV,"Unemployment, total (% of total labor force)",2003,12.8000001907349
Mali,MLI,"Unemployment, total (% of total labor force)",2003,8.60000038146973
Malta,MLT,"Unemployment, total (% of total labor force)",2003,7.5
Marshall Islands,MHL,"Unemployment, total (% of total labor force)",2003,
Mauritania,MRT,"Unemployment, total (% of total labor force)",2003,32.5
Mauritius,MUS,"Unemployment, total (% of total labor force)",2003,7.699999809265139
Mexico,MEX,"Unemployment, total (% of total labor force)",2003,3.0
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force)",2003,
Moldova,MDA,"Unemployment, total (% of total labor force)",2003,7.900000095367429
Monaco,MCO,"Unemployment, total (% of total labor force)",2003,
Mongolia,MNG,"Unemployment, total (% of total labor force)",2003,6.800000190734861
Montenegro,MNE,"Unemployment, total (% of total labor force)",2003,21.1000003814697
Morocco,MAR,"Unemployment, total (% of total labor force)",2003,11.8999996185303
Mozambique,MOZ,"Unemployment, total (% of total labor force)",2003,22.7000007629395
Myanmar,MMR,"Unemployment, total (% of total labor force)",2003,3.4000000953674303
Namibia,NAM,"Unemployment, total (% of total labor force)",2003,18.7999992370605
Nauru,NRU,"Unemployment, total (% of total labor force)",2003,
Nepal,NPL,"Unemployment, total (% of total labor force)",2003,2.0
Netherlands,NLD,"Unemployment, total (% of total labor force)",2003,3.5999999046325697
New Caledonia,NCL,"Unemployment, total (% of total labor force)",2003,
New Zealand,NZL,"Unemployment, total (% of total labor force)",2003,4.800000190734861
Nicaragua,NIC,"Unemployment, total (% of total labor force)",2003,8.0
Niger,NER,"Unemployment, total (% of total labor force)",2003,5.0
Nigeria,NGA,"Unemployment, total (% of total labor force)",2003,7.599999904632571
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force)",2003,
Norway,NOR,"Unemployment, total (% of total labor force)",2003,4.40000009536743
Oman,OMN,"Unemployment, total (% of total labor force)",2003,7.900000095367429
Pakistan,PAK,"Unemployment, total (% of total labor force)",2003,7.699999809265139
Palau,PLW,"Unemployment, total (% of total labor force)",2003,
Panama,PAN,"Unemployment, total (% of total labor force)",2003,13.0
Papua New Guinea,PNG,"Unemployment, total (% of total labor force)",2003,2.70000004768372
Paraguay,PRY,"Unemployment, total (% of total labor force)",2003,7.900000095367429
Peru,PER,"Unemployment, total (% of total labor force)",2003,6.099999904632571
Philippines,PHL,"Unemployment, total (% of total labor force)",2003,11.1999998092651
Poland,POL,"Unemployment, total (% of total labor force)",2003,19.6000003814697
Portugal,PRT,"Unemployment, total (% of total labor force)",2003,6.300000190734861
Puerto Rico,PRI,"Unemployment, total (% of total labor force)",2003,12.0
Qatar,QAT,"Unemployment, total (% of total labor force)",2003,1.1000000238418601
Romania,ROM,"Unemployment, total (% of total labor force)",2003,7.0
Russian Federation,RUS,"Unemployment, total (% of total labor force)",2003,8.199999809265138
Rwanda,RWA,"Unemployment, total (% of total labor force)",2003,0.6000000238418579
Samoa,WSM,"Unemployment, total (% of total labor force)",2003,
San Marino,SMR,"Unemployment, total (% of total labor force)",2003,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force)",2003,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force)",2003,5.900000095367429
Senegal,SEN,"Unemployment, total (% of total labor force)",2003,8.699999809265138
Serbia,SRB,"Unemployment, total (% of total labor force)",2003,15.1999998092651
Seychelles,SYC,"Unemployment, total (% of total labor force)",2003,
Sierra Leone,SLE,"Unemployment, total (% of total labor force)",2003,3.4000000953674303
Singapore,SGP,"Unemployment, total (% of total labor force)",2003,5.199999809265139
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force)",2003,
Slovak Republic,SVK,"Unemployment, total (% of total labor force)",2003,17.5
Slovenia,SVN,"Unemployment, total (% of total labor force)",2003,6.699999809265139
Solomon Islands,SLB,"Unemployment, total (% of total labor force)",2003,3.9000000953674303
Somalia,SOM,"Unemployment, total (% of total labor force)",2003,6.900000095367429
South Africa,ZAF,"Unemployment, total (% of total labor force)",2003,27.100000381469698
South Sudan,SSD,"Unemployment, total (% of total labor force)",2003,
Spain,ESP,"Unemployment, total (% of total labor force)",2003,11.5
Sri Lanka,LKA,"Unemployment, total (% of total labor force)",2003,8.199999809265138
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force)",2003,
St. Lucia,LCA,"Unemployment, total (% of total labor force)",2003,
St. Martin (French part),MAF,"Unemployment, total (% of total labor force)",2003,
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force)",2003,
Sudan,SDN,"Unemployment, total (% of total labor force)",2003,14.8000001907349
Suriname,SUR,"Unemployment, total (% of total labor force)",2003,14.8999996185303
Swaziland,SWZ,"Unemployment, total (% of total labor force)",2003,22.7999992370605
Sweden,SWE,"Unemployment, total (% of total labor force)",2003,5.900000095367429
Switzerland,CHE,"Unemployment, total (% of total labor force)",2003,4.099999904632569
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force)",2003,10.3000001907349
Tajikistan,TJK,"Unemployment, total (% of total labor force)",2003,12.1999998092651
Tanzania,TZA,"Unemployment, total (% of total labor force)",2003,3.5
Thailand,THA,"Unemployment, total (% of total labor force)",2003,1.5
Timor-Leste,TMP,"Unemployment, total (% of total labor force)",2003,8.5
Togo,TGO,"Unemployment, total (% of total labor force)",2003,7.099999904632571
Tonga,TON,"Unemployment, total (% of total labor force)",2003,
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force)",2003,10.5
Tunisia,TUN,"Unemployment, total (% of total labor force)",2003,14.5
Turkey,TUR,"Unemployment, total (% of total labor force)",2003,10.5
Turkmenistan,TKM,"Unemployment, total (% of total labor force)",2003,11.1999998092651
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force)",2003,
Tuvalu,TUV,"Unemployment, total (% of total labor force)",2003,
Uganda,UGA,"Unemployment, total (% of total labor force)",2003,3.20000004768372
Ukraine,UKR,"Unemployment, total (% of total labor force)",2003,9.10000038146973
United Arab Emirates,ARE,"Unemployment, total (% of total labor force)",2003,2.70000004768372
United Kingdom,GBR,"Unemployment, total (% of total labor force)",2003,4.90000009536743
United States,USA,"Unemployment, total (% of total labor force)",2003,6.099999904632571
Uruguay,URY,"Unemployment, total (% of total labor force)",2003,7.599999904632571
Uzbekistan,UZB,"Unemployment, total (% of total labor force)",2003,10.8999996185303
Vanuatu,VUT,"Unemployment, total (% of total labor force)",2003,
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force)",2003,16.7999992370605
Vietnam,VNM,"Unemployment, total (% of total labor force)",2003,2.2999999523162797
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force)",2003,
West Bank and Gaza,WBG,"Unemployment, total (% of total labor force)",2003,29.600000381469698
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force)",2003,14.3000001907349
Zambia,ZMB,"Unemployment, total (% of total labor force)",2003,15.1999998092651
Zimbabwe,ZWE,"Unemployment, total (% of total labor force)",2003,4.5
Arab World,ARB,"Unemployment, total (% of total labor force)",2004,13.146906383524199
Caribbean small states,CSS,"Unemployment, total (% of total labor force)",2004,10.433828448707
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force)",2004,12.865212020596198
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force)",2004,6.57621873111628
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force)",2004,4.8467115700129995
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force)",2004,4.87351676298287
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force)",2004,4.88276150420854
Euro area,EMU,"Unemployment, total (% of total labor force)",2004,9.18818226917885
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force)",2004,9.22802650992643
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force)",2004,9.448449680370189
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force)",2004,10.324947494671001
European Union,EUU,"Unemployment, total (% of total labor force)",2004,9.173847132779091
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force)",2004,8.22200168946082
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force)",2004,6.94699116630068
High income,HIC,"Unemployment, total (% of total labor force)",2004,6.99843235412775
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force)",2004,5.53667628067255
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force)",2004,8.49162516718983
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force)",2004,8.475636387346519
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force)",2004,8.605273847630361
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force)",2004,6.10459800568895
Low & middle income,LMY,"Unemployment, total (% of total labor force)",2004,6.1600927405802794
Low income,LIC,"Unemployment, total (% of total labor force)",2004,5.87513920777379
Lower middle income,LMC,"Unemployment, total (% of total labor force)",2004,6.0748032752203
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force)",2004,12.2993903413167
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force)",2004,13.4061763025518
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force)",2004,13.3028905110781
Middle income,MIC,"Unemployment, total (% of total labor force)",2004,6.185533815062339
North America,NAC,"Unemployment, total (% of total labor force)",2004,5.76707502923787
OECD members,OED,"Unemployment, total (% of total labor force)",2004,6.90544236048327
Other small states,OSS,"Unemployment, total (% of total labor force)",2004,13.650426576604099
Pacific island small states,PSS,"Unemployment, total (% of total labor force)",2004,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force)",2004,6.65234426746504
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force)",2004,8.24821367819765
Small states,SST,"Unemployment, total (% of total labor force)",2004,12.5615419014096
South Asia,SAS,"Unemployment, total (% of total labor force)",2004,4.31017860188782
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force)",2004,4.31017860188782
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force)",2004,8.36099368109515
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force)",2004,8.36099368109515
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force)",2004,8.36099368109515
Upper middle income,UMC,"Unemployment, total (% of total labor force)",2004,6.275313983722469
World,WLD,"Unemployment, total (% of total labor force)",2004,6.31030378178656
Afghanistan,AFG,"Unemployment, total (% of total labor force)",2004,8.5
Albania,ALB,"Unemployment, total (% of total labor force)",2004,12.6000003814697
Algeria,DZA,"Unemployment, total (% of total labor force)",2004,20.1000003814697
American Samoa,ASM,"Unemployment, total (% of total labor force)",2004,
Andorra,ADO,"Unemployment, total (% of total labor force)",2004,
Angola,AGO,"Unemployment, total (% of total labor force)",2004,6.900000095367429
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force)",2004,
Argentina,ARG,"Unemployment, total (% of total labor force)",2004,12.6000003814697
Armenia,ARM,"Unemployment, total (% of total labor force)",2004,33.5999984741211
Aruba,ABW,"Unemployment, total (% of total labor force)",2004,
Australia,AUS,"Unemployment, total (% of total labor force)",2004,5.400000095367429
Austria,AUT,"Unemployment, total (% of total labor force)",2004,4.90000009536743
Azerbaijan,AZE,"Unemployment, total (% of total labor force)",2004,8.0
"Bahamas, The",BHS,"Unemployment, total (% of total labor force)",2004,10.3000001907349
Bahrain,BHR,"Unemployment, total (% of total labor force)",2004,4.59999990463257
Bangladesh,BGD,"Unemployment, total (% of total labor force)",2004,4.5
Barbados,BRB,"Unemployment, total (% of total labor force)",2004,9.80000019073486
Belarus,BLR,"Unemployment, total (% of total labor force)",2004,6.5
Belgium,BEL,"Unemployment, total (% of total labor force)",2004,8.39999961853027
Belize,BLZ,"Unemployment, total (% of total labor force)",2004,10.5
Benin,BEN,"Unemployment, total (% of total labor force)",2004,1.29999995231628
Bermuda,BMU,"Unemployment, total (% of total labor force)",2004,
Bhutan,BTN,"Unemployment, total (% of total labor force)",2004,2.5
Bolivia,BOL,"Unemployment, total (% of total labor force)",2004,4.30000019073486
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force)",2004,28.2999992370605
Botswana,BWA,"Unemployment, total (% of total labor force)",2004,22.899999618530302
Brazil,BRA,"Unemployment, total (% of total labor force)",2004,8.89999961853027
British Virgin Islands,VGB,"Unemployment, total (% of total labor force)",2004,
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force)",2004,3.4000000953674303
Bulgaria,BGR,"Unemployment, total (% of total labor force)",2004,12.0
Burkina Faso,BFA,"Unemployment, total (% of total labor force)",2004,2.79999995231628
Burundi,BDI,"Unemployment, total (% of total labor force)",2004,7.300000190734861
Cabo Verde,CPV,"Unemployment, total (% of total labor force)",2004,9.60000038146973
Cambodia,KHM,"Unemployment, total (% of total labor force)",2004,1.79999995231628
Cameroon,CMR,"Unemployment, total (% of total labor force)",2004,5.09999990463257
Canada,CAN,"Unemployment, total (% of total labor force)",2004,7.199999809265139
Cayman Islands,CYM,"Unemployment, total (% of total labor force)",2004,
Central African Republic,CAF,"Unemployment, total (% of total labor force)",2004,7.0
Chad,TCD,"Unemployment, total (% of total labor force)",2004,6.699999809265139
Channel Islands,CHI,"Unemployment, total (% of total labor force)",2004,
Chile,CHL,"Unemployment, total (% of total labor force)",2004,8.80000019073486
China,CHN,"Unemployment, total (% of total labor force)",2004,4.30000019073486
Colombia,COL,"Unemployment, total (% of total labor force)",2004,14.3000001907349
Comoros,COM,"Unemployment, total (% of total labor force)",2004,6.699999809265139
"Congo, Dem. Rep.",ZAR,"Unemployment, total (% of total labor force)",2004,8.199999809265138
"Congo, Rep.",COG,"Unemployment, total (% of total labor force)",2004,6.599999904632571
Costa Rica,CRI,"Unemployment, total (% of total labor force)",2004,6.400000095367429
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force)",2004,4.099999904632569
Croatia,HRV,"Unemployment, total (% of total labor force)",2004,13.6999998092651
Cuba,CUB,"Unemployment, total (% of total labor force)",2004,1.89999997615814
Curacao,CUW,"Unemployment, total (% of total labor force)",2004,
Cyprus,CYP,"Unemployment, total (% of total labor force)",2004,4.30000019073486
Czech Republic,CZE,"Unemployment, total (% of total labor force)",2004,8.300000190734862
Denmark,DNK,"Unemployment, total (% of total labor force)",2004,5.5
Djibouti,DJI,"Unemployment, total (% of total labor force)",2004,
Dominica,DMA,"Unemployment, total (% of total labor force)",2004,
Dominican Republic,DOM,"Unemployment, total (% of total labor force)",2004,18.3999996185303
Ecuador,ECU,"Unemployment, total (% of total labor force)",2004,6.699999809265139
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force)",2004,10.6999998092651
El Salvador,SLV,"Unemployment, total (% of total labor force)",2004,6.800000190734861
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",2004,6.5
Eritrea,ERI,"Unemployment, total (% of total labor force)",2004,7.5
Estonia,EST,"Unemployment, total (% of total labor force)",2004,10.0
Ethiopia,ETH,"Unemployment, total (% of total labor force)",2004,5.400000095367429
Faroe Islands,FRO,"Unemployment, total (% of total labor force)",2004,
Fiji,FJI,"Unemployment, total (% of total labor force)",2004,4.699999809265139
Finland,FIN,"Unemployment, total (% of total labor force)",2004,8.80000019073486
France,FRA,"Unemployment, total (% of total labor force)",2004,9.19999980926514
French Polynesia,PYF,"Unemployment, total (% of total labor force)",2004,
Gabon,GAB,"Unemployment, total (% of total labor force)",2004,20.8999996185303
"Gambia, The",GMB,"Unemployment, total (% of total labor force)",2004,7.099999904632571
Georgia,GEO,"Unemployment, total (% of total labor force)",2004,12.6000003814697
Germany,DEU,"Unemployment, total (% of total labor force)",2004,10.3000001907349
Ghana,GHA,"Unemployment, total (% of total labor force)",2004,6.900000095367429
Gibraltar,GIB,"Unemployment, total (% of total labor force)",2004,
Greece,GRC,"Unemployment, total (% of total labor force)",2004,10.5
Greenland,GRL,"Unemployment, total (% of total labor force)",2004,
Grenada,GRD,"Unemployment, total (% of total labor force)",2004,
Guam,GUM,"Unemployment, total (% of total labor force)",2004,
Guatemala,GTM,"Unemployment, total (% of total labor force)",2004,3.0999999046325697
Guinea,GIN,"Unemployment, total (% of total labor force)",2004,2.0
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force)",2004,6.900000095367429
Guyana,GUY,"Unemployment, total (% of total labor force)",2004,11.8999996185303
Haiti,HTI,"Unemployment, total (% of total labor force)",2004,8.0
Honduras,HND,"Unemployment, total (% of total labor force)",2004,6.0
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force)",2004,6.699999809265139
Hungary,HUN,"Unemployment, total (% of total labor force)",2004,6.099999904632571
Iceland,ISL,"Unemployment, total (% of total labor force)",2004,3.0999999046325697
India,IND,"Unemployment, total (% of total labor force)",2004,3.9000000953674303
Indonesia,IDN,"Unemployment, total (% of total labor force)",2004,9.89999961853027
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force)",2004,10.3000001907349
Iraq,IRQ,"Unemployment, total (% of total labor force)",2004,28.7000007629395
Ireland,IRL,"Unemployment, total (% of total labor force)",2004,4.5
Isle of Man,IMY,"Unemployment, total (% of total labor force)",2004,
Israel,ISR,"Unemployment, total (% of total labor force)",2004,10.3999996185303
Italy,ITA,"Unemployment, total (% of total labor force)",2004,7.900000095367429
Jamaica,JAM,"Unemployment, total (% of total labor force)",2004,11.3999996185303
Japan,JPN,"Unemployment, total (% of total labor force)",2004,4.699999809265139
Jordan,JOR,"Unemployment, total (% of total labor force)",2004,12.3999996185303
Kazakhstan,KAZ,"Unemployment, total (% of total labor force)",2004,8.39999961853027
Kenya,KEN,"Unemployment, total (% of total labor force)",2004,9.60000038146973
Kiribati,KIR,"Unemployment, total (% of total labor force)",2004,
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force)",2004,4.19999980926514
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force)",2004,3.70000004768372
Kosovo,KSV,"Unemployment, total (% of total labor force)",2004,
Kuwait,KWT,"Unemployment, total (% of total labor force)",2004,1.70000004768372
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force)",2004,8.5
Lao PDR,LAO,"Unemployment, total (% of total labor force)",2004,2.4000000953674303
Latvia,LVA,"Unemployment, total (% of total labor force)",2004,9.89999961853027
Lebanon,LBN,"Unemployment, total (% of total labor force)",2004,7.900000095367429
Lesotho,LSO,"Unemployment, total (% of total labor force)",2004,36.0
Liberia,LBR,"Unemployment, total (% of total labor force)",2004,4.0
Libya,LBY,"Unemployment, total (% of total labor force)",2004,19.6000003814697
Liechtenstein,LIE,"Unemployment, total (% of total labor force)",2004,
Lithuania,LTU,"Unemployment, total (% of total labor force)",2004,11.3000001907349
Luxembourg,LUX,"Unemployment, total (% of total labor force)",2004,5.09999990463257
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force)",2004,4.90000009536743
"Macedonia, FYR",MKD,"Unemployment, total (% of total labor force)",2004,37.2000007629395
Madagascar,MDG,"Unemployment, total (% of total labor force)",2004,3.79999995231628
Malawi,MWI,"Unemployment, total (% of total labor force)",2004,7.800000190734861
Malaysia,MYS,"Unemployment, total (% of total labor force)",2004,3.5
Maldives,MDV,"Unemployment, total (% of total labor force)",2004,12.6999998092651
Mali,MLI,"Unemployment, total (% of total labor force)",2004,8.80000019073486
Malta,MLT,"Unemployment, total (% of total labor force)",2004,7.300000190734861
Marshall Islands,MHL,"Unemployment, total (% of total labor force)",2004,
Mauritania,MRT,"Unemployment, total (% of total labor force)",2004,32.5
Mauritius,MUS,"Unemployment, total (% of total labor force)",2004,8.5
Mexico,MEX,"Unemployment, total (% of total labor force)",2004,3.70000004768372
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force)",2004,
Moldova,MDA,"Unemployment, total (% of total labor force)",2004,8.10000038146973
Monaco,MCO,"Unemployment, total (% of total labor force)",2004,
Mongolia,MNG,"Unemployment, total (% of total labor force)",2004,7.099999904632571
Montenegro,MNE,"Unemployment, total (% of total labor force)",2004,19.2999992370605
Morocco,MAR,"Unemployment, total (% of total labor force)",2004,10.8000001907349
Mozambique,MOZ,"Unemployment, total (% of total labor force)",2004,22.7000007629395
Myanmar,MMR,"Unemployment, total (% of total labor force)",2004,3.4000000953674303
Namibia,NAM,"Unemployment, total (% of total labor force)",2004,21.899999618530302
Nauru,NRU,"Unemployment, total (% of total labor force)",2004,
Nepal,NPL,"Unemployment, total (% of total labor force)",2004,2.0
Netherlands,NLD,"Unemployment, total (% of total labor force)",2004,4.59999990463257
New Caledonia,NCL,"Unemployment, total (% of total labor force)",2004,
New Zealand,NZL,"Unemployment, total (% of total labor force)",2004,4.0
Nicaragua,NIC,"Unemployment, total (% of total labor force)",2004,6.699999809265139
Niger,NER,"Unemployment, total (% of total labor force)",2004,5.0
Nigeria,NGA,"Unemployment, total (% of total labor force)",2004,7.699999809265139
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force)",2004,
Norway,NOR,"Unemployment, total (% of total labor force)",2004,4.40000009536743
Oman,OMN,"Unemployment, total (% of total labor force)",2004,7.800000190734861
Pakistan,PAK,"Unemployment, total (% of total labor force)",2004,7.400000095367429
Palau,PLW,"Unemployment, total (% of total labor force)",2004,
Panama,PAN,"Unemployment, total (% of total labor force)",2004,11.6999998092651
Papua New Guinea,PNG,"Unemployment, total (% of total labor force)",2004,2.79999995231628
Paraguay,PRY,"Unemployment, total (% of total labor force)",2004,7.400000095367429
Peru,PER,"Unemployment, total (% of total labor force)",2004,5.199999809265139
Philippines,PHL,"Unemployment, total (% of total labor force)",2004,11.8999996185303
Poland,POL,"Unemployment, total (% of total labor force)",2004,19.0
Portugal,PRT,"Unemployment, total (% of total labor force)",2004,6.699999809265139
Puerto Rico,PRI,"Unemployment, total (% of total labor force)",2004,10.5
Qatar,QAT,"Unemployment, total (% of total labor force)",2004,1.5
Romania,ROM,"Unemployment, total (% of total labor force)",2004,7.699999809265139
Russian Federation,RUS,"Unemployment, total (% of total labor force)",2004,7.800000190734861
Rwanda,RWA,"Unemployment, total (% of total labor force)",2004,0.6000000238418579
Samoa,WSM,"Unemployment, total (% of total labor force)",2004,
San Marino,SMR,"Unemployment, total (% of total labor force)",2004,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force)",2004,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force)",2004,5.900000095367429
Senegal,SEN,"Unemployment, total (% of total labor force)",2004,9.10000038146973
Serbia,SRB,"Unemployment, total (% of total labor force)",2004,18.5
Seychelles,SYC,"Unemployment, total (% of total labor force)",2004,
Sierra Leone,SLE,"Unemployment, total (% of total labor force)",2004,3.4000000953674303
Singapore,SGP,"Unemployment, total (% of total labor force)",2004,4.40000009536743
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force)",2004,
Slovak Republic,SVK,"Unemployment, total (% of total labor force)",2004,18.1000003814697
Slovenia,SVN,"Unemployment, total (% of total labor force)",2004,6.300000190734861
Solomon Islands,SLB,"Unemployment, total (% of total labor force)",2004,3.79999995231628
Somalia,SOM,"Unemployment, total (% of total labor force)",2004,6.900000095367429
South Africa,ZAF,"Unemployment, total (% of total labor force)",2004,24.7000007629395
South Sudan,SSD,"Unemployment, total (% of total labor force)",2004,
Spain,ESP,"Unemployment, total (% of total labor force)",2004,11.1999998092651
Sri Lanka,LKA,"Unemployment, total (% of total labor force)",2004,8.39999961853027
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force)",2004,
St. Lucia,LCA,"Unemployment, total (% of total labor force)",2004,
St. Martin (French part),MAF,"Unemployment, total (% of total labor force)",2004,
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force)",2004,
Sudan,SDN,"Unemployment, total (% of total labor force)",2004,14.8000001907349
Suriname,SUR,"Unemployment, total (% of total labor force)",2004,9.80000019073486
Swaziland,SWZ,"Unemployment, total (% of total labor force)",2004,22.899999618530302
Sweden,SWE,"Unemployment, total (% of total labor force)",2004,6.599999904632571
Switzerland,CHE,"Unemployment, total (% of total labor force)",2004,4.30000019073486
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force)",2004,9.80000019073486
Tajikistan,TJK,"Unemployment, total (% of total labor force)",2004,12.1000003814697
Tanzania,TZA,"Unemployment, total (% of total labor force)",2004,3.0
Thailand,THA,"Unemployment, total (% of total labor force)",2004,1.5
Timor-Leste,TMP,"Unemployment, total (% of total labor force)",2004,7.900000095367429
Togo,TGO,"Unemployment, total (% of total labor force)",2004,7.099999904632571
Tonga,TON,"Unemployment, total (% of total labor force)",2004,
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force)",2004,8.300000190734862
Tunisia,TUN,"Unemployment, total (% of total labor force)",2004,13.8999996185303
Turkey,TUR,"Unemployment, total (% of total labor force)",2004,10.8000001907349
Turkmenistan,TKM,"Unemployment, total (% of total labor force)",2004,11.1000003814697
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force)",2004,
Tuvalu,TUV,"Unemployment, total (% of total labor force)",2004,
Uganda,UGA,"Unemployment, total (% of total labor force)",2004,2.5
Ukraine,UKR,"Unemployment, total (% of total labor force)",2004,8.60000038146973
United Arab Emirates,ARE,"Unemployment, total (% of total labor force)",2004,3.0999999046325697
United Kingdom,GBR,"Unemployment, total (% of total labor force)",2004,4.699999809265139
United States,USA,"Unemployment, total (% of total labor force)",2004,5.599999904632571
Uruguay,URY,"Unemployment, total (% of total labor force)",2004,7.599999904632571
Uzbekistan,UZB,"Unemployment, total (% of total labor force)",2004,11.0
Vanuatu,VUT,"Unemployment, total (% of total labor force)",2004,
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force)",2004,15.0
Vietnam,VNM,"Unemployment, total (% of total labor force)",2004,2.09999990463257
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force)",2004,
West Bank and Gaza,WBG,"Unemployment, total (% of total labor force)",2004,26.7999992370605
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force)",2004,14.1999998092651
Zambia,ZMB,"Unemployment, total (% of total labor force)",2004,15.3000001907349
Zimbabwe,ZWE,"Unemployment, total (% of total labor force)",2004,4.19999980926514
Arab World,ARB,"Unemployment, total (% of total labor force)",2005,12.1402019673161
Caribbean small states,CSS,"Unemployment, total (% of total labor force)",2005,9.94887968690925
